feature,family,component_index,model_importance,explained_variance_ratio,top_positive_terms,top_positive_weights,top_negative_terms,top_negative_weights,description
char_svd_29,char_svd,29,0.2665811987233831,0.005435821181713722,казал | азал | каза | зал | аза | азала | казала | зала | заказа | аказа | аказал | заказал |  заказа | аказала | казала ,0.134810 | 0.134803 | 0.134086 | 0.132927 | 0.130777 | 0.114533 | 0.114529 | 0.114098 | 0.110926 | 0.110924 | 0.107887 | 0.107876 | 0.106897 | 0.104833 | 0.102187,азыв | азыва | казыва | казыв | азы | казы | аказыва | аказыв | заказыв | аказы | заказы | зыва | ыва |  заказы | зыв,-0.081554 | -0.081551 | -0.081475 | -0.081472 | -0.081295 | -0.081233 | -0.080935 | -0.080931 | -0.080882 | -0.080689 | -0.080641 | -0.080342 | -0.078610 | -0.077044 | -0.076611,positive side: казал | азал | каза | зал | аза | азала | казала | зала | заказа | аказа | аказал | заказал |  заказа | аказала | казала ; negative side: азыв | азыва | казыва | казыв | азы | казы | аказыва | аказыв | заказыв | аказы | заказы | зыва | ыва |  заказы | зыв
char_svd_30,char_svd,30,0.0752580567612902,0.005314705677126802,прия | ият | прият | рият | приятн | риятн | иятн | рия | ятн |  прия |  прият |  приятн | ная | тна | ятна,0.096468 | 0.096462 | 0.096457 | 0.096456 | 0.096274 | 0.096273 | 0.096270 | 0.096096 | 0.094980 | 0.086109 | 0.086107 | 0.085862 | 0.069880 | 0.068512 | 0.067421,карти |  карти | ртин | артин | картин |  картин | карт | ртинк |  карт | артинк | картинк | тинк | арти | тин | арт,-0.082302 | -0.082273 | -0.082230 | -0.082214 | -0.082193 | -0.082164 | -0.081954 | -0.081936 | -0.081931 | -0.081920 | -0.081899 | -0.081786 | -0.081706 | -0.081476 | -0.080078,positive side: прия | ият | прият | рият | приятн | риятн | иятн | рия | ятн |  прия |  прият |  приятн | ная | тна | ятна; negative side: карти |  карти | ртин | артин | картин |  картин | карт | ртинк |  карт | артинк | картинк | тинк | арти | тин | арт
char_svd_31,char_svd,31,0.3518868549192248,0.005168297053553152,меся | есяц | месяц | сяц | еся |  меся |  месяц | леньк | лень | мален |  мес | мале | алень | малень | аленьк,0.086784 | 0.086775 | 0.086763 | 0.086763 | 0.086388 | 0.086139 | 0.086090 | 0.082385 | 0.082138 | 0.081687 | 0.081666 | 0.081576 | 0.081567 | 0.081549 | 0.081537, очень |  очен | очен |  оч |  оче | очень | чень |  очень  | оче | очень  | чень  | чен | ень  |  но | ьно,-0.066439 | -0.066400 | -0.066296 | -0.066285 | -0.066230 | -0.066158 | -0.066137 | -0.064407 | -0.064167 | -0.064115 | -0.064094 | -0.064034 | -0.063850 | -0.056033 | -0.055892,positive side: меся | есяц | месяц | сяц | еся |  меся |  месяц | леньк | лень | мален |  мес | мале | алень | малень | аленьк; negative side:  очень |  очен | очен |  оч |  оче | очень | чень |  очень  | оче | очень  | чень  | чен | ень  |  но | ьно
char_svd_32,char_svd,32,0.0705447015915368,0.005038078932301534,боль | больш | ольш | льш | бол |  боль |  больш |  бол |  бо | оль | больше | ольше | льше | ьше |  больше,0.126313 | 0.126310 | 0.126218 | 0.126085 | 0.126061 | 0.122003 | 0.121991 | 0.119472 | 0.115871 | 0.107774 | 0.080914 | 0.080848 | 0.080828 | 0.080438 | 0.078143,подо | одош | подош | дош |  подо |  подош | одо | под |  под | суп |  суп | упе | супе |  супе | упер,-0.103224 | -0.103081 | -0.103081 | -0.102510 | -0.102046 | -0.101954 | -0.101584 | -0.091020 | -0.090252 | -0.079284 | -0.079058 | -0.078873 | -0.078743 | -0.078526 | -0.078326,positive side: боль | больш | ольш | льш | бол |  боль |  больш |  бол |  бо | оль | больше | ольше | льше | ьше |  больше; negative side: подо | одош | подош | дош |  подо |  подош | одо | под |  под | суп |  суп | упе | супе |  супе | упер
char_svd_33,char_svd,33,0.7894956087226539,0.004907541778142173,норм |  норм |  нор | нор | альн | орм | мал | аль | норма |  норма | рмал | нормал | ормал | рмальн | рмаль,0.120883 | 0.120469 | 0.120358 | 0.116916 | 0.113976 | 0.113219 | 0.107949 | 0.105209 | 0.105163 | 0.104701 | 0.104275 | 0.104245 | 0.104213 | 0.103851 | 0.103842,суп | упе | супе |  суп |  супе | упер | супер |  супер |  су | пер | кры | спор | спо |  спор |  спо,-0.083617 | -0.083440 | -0.083290 | -0.083193 | -0.082887 | -0.082834 | -0.082637 | -0.082208 | -0.080354 | -0.071264 | -0.069197 | -0.068822 | -0.067705 | -0.067646 | -0.067213,positive side: норм |  норм |  нор | нор | альн | орм | мал | аль | норма |  норма | рмал | нормал | ормал | рмальн | рмаль; negative side: суп | упе | супе |  суп |  супе | упер | супер |  супер |  су | пер | кры | спор | спо |  спор |  спо
char_svd_34,char_svd,34,0.9672266326428812,0.004803616823157615,суп | упе | супе |  суп |  супе | упер | супер |  супер |  су | пер | пер  | ер! | бол | ольш | больш,0.256643 | 0.256334 | 0.256068 | 0.255536 | 0.254996 | 0.254421 | 0.253917 | 0.252842 | 0.241035 | 0.193702 | 0.150835 | 0.078417 | 0.070467 | 0.065690 | 0.065665, сп | спор | кры |  спор | спо |  спо | пор | ткр | откр | ткры | откры |  отк |  откр |  откры | рыл,-0.058031 | -0.052104 | -0.051153 | -0.050994 | -0.050953 | -0.050437 | -0.050362 | -0.046573 | -0.046538 | -0.046419 | -0.046390 | -0.042953 | -0.042918 | -0.042765 | -0.041444,positive side: суп | упе | супе |  суп |  супе | упер | супер |  супер |  су | пер | пер  | ер! | бол | ольш | больш; negative side:  сп | спор | кры |  спор | спо |  спо | пор | ткр | откр | ткры | откры |  отк |  откр |  откры | рыл
char_svd_35,char_svd,35,0.8223450414435234,0.004620317486026065,жас | ужас | ужа |  ужа |  ужас |  уж | жасн | ужасн |  ужасн | асн | жасно | ужасно | асно |  ужасно | сно,0.176103 | 0.176063 | 0.175798 | 0.174453 | 0.174276 | 0.156436 | 0.155404 | 0.155350 | 0.153600 | 0.152766 | 0.115276 | 0.115254 | 0.114416 | 0.113815 | 0.109149,спор |  спор |  спо | спо | кры | пор | ткр | откр | ткры | откры |  откр |  отк |  откры |  сп | рыл,-0.091736 | -0.090515 | -0.090263 | -0.089986 | -0.089550 | -0.086488 | -0.082357 | -0.082288 | -0.082151 | -0.082097 | -0.076392 | -0.076309 | -0.076178 | -0.072980 | -0.071475,positive side: жас | ужас | ужа |  ужа |  ужас |  уж | жасн | ужасн |  ужасн | асн | жасно | ужасно | асно |  ужасно | сно; negative side: спор |  спор |  спо | спо | кры | пор | ткр | откр | ткры | откры |  откр |  отк |  откры |  сп | рыл
char_svd_36,char_svd,36,0.0749977060612234,0.00460247066505981,заказ  | аказ  | каз  |  заказ  | аз  | ньк | еньк | леньк | лень | шёл | алень | аленьк | малень | маленьк | мален,0.103404 | 0.103404 | 0.103307 | 0.102617 | 0.096997 | 0.052210 | 0.052009 | 0.051405 | 0.051319 | 0.051176 | 0.050269 | 0.050267 | 0.050229 | 0.050216 | 0.050142,мало |  мало | ало | мал | ломер | аломе | аломер | ломе | малом | маломе | маломер | алом |  малом |  маломе | омер,-0.101081 | -0.099297 | -0.098056 | -0.084840 | -0.078294 | -0.078248 | -0.078244 | -0.078227 | -0.078220 | -0.078161 | -0.078156 | -0.077930 | -0.076325 | -0.076265 | -0.073933,positive side: заказ  | аказ  | каз  |  заказ  | аз  | ньк | еньк | леньк | лень | шёл | алень | аленьк | малень | маленьк | мален; negative side: мало |  мало | ало | мал | ломер | аломе | аломер | ломе | малом | маломе | маломер | алом |  малом |  маломе | омер
char_svd_37,char_svd,37,0.1124614747251052,0.0044503506222010525,кры | спор |  спор |  спо | спо | ткр | откр | ткры | откры | пор | льн |  откр |  отк |  откры | боль,0.080426 | 0.079050 | 0.078688 | 0.078593 | 0.077616 | 0.073632 | 0.073578 | 0.073391 | 0.073347 | 0.073106 | 0.070243 | 0.067939 | 0.067868 | 0.067743 | 0.067121,го  | ого | ого  | шла | ного | ного  | ног | мно | много | мног | много  | осыл | сыл | посыл | сылк,-0.058009 | -0.057619 | -0.056748 | -0.047983 | -0.047639 | -0.046739 | -0.046495 | -0.045748 | -0.044165 | -0.044065 | -0.043285 | -0.041800 | -0.041799 | -0.041795 | -0.041766,positive side: кры | спор |  спор |  спо | спо | ткр | откр | ткры | откры | пор | льн |  откр |  отк |  откры | боль; negative side: го  | ого | ого  | шла | ного | ного  | ног | мно | много | мног | много  | осыл | сыл | посыл | сылк
char_svd_38,char_svd,38,0.1221729418896297,0.004432749628834481,олько | лько | ольк | тол | льк | тольк | толь | только | ько | олько  | лько  | ько  | только  |  тол |  тольк,0.095191 | 0.095091 | 0.094918 | 0.093991 | 0.093902 | 0.093730 | 0.093720 | 0.093678 | 0.093262 | 0.093099 | 0.093080 | 0.092695 | 0.091558 | 0.088795 | 0.088161,крас | кра |  крас |  кра | рас |  кр | раси | краси | расив | красив | асив | сив |  краси |  красив | мало,-0.076784 | -0.075822 | -0.072933 | -0.072558 | -0.070736 | -0.069462 | -0.069148 | -0.069128 | -0.068034 | -0.068004 | -0.067948 | -0.067866 | -0.066157 | -0.065223 | -0.063823,positive side: олько | лько | ольк | тол | льк | тольк | толь | только | ько | олько  | лько  | ько  | только  |  тол |  тольк; negative side: крас | кра |  крас |  кра | рас |  кр | раси | краси | расив | красив | асив | сив |  краси |  красив | мало
char_svd_39,char_svd,39,0.2641768077843338,0.004265990967465286,мало |  мало | ало | малом | ломер | ломе | аломе | аломер | маломе | маломер | алом |  малом |  маломе | рит | омер,0.093383 | 0.091810 | 0.082150 | 0.076229 | 0.076229 | 0.076219 | 0.076179 | 0.076173 | 0.076138 | 0.076132 | 0.076119 | 0.074221 | 0.074129 | 0.072438 | 0.072395,ужас | жас | ужа |  ужа |  ужас |  уж | ужасн | жасн |  ужасн | асн | бол | больш | боль | льш | ольш,-0.080332 | -0.080296 | -0.080130 | -0.079693 | -0.079564 | -0.071542 | -0.070276 | -0.070247 | -0.069508 | -0.067709 | -0.065414 | -0.064237 | -0.064228 | -0.064220 | -0.064217,positive side: мало |  мало | ало | малом | ломер | ломе | аломе | аломер | маломе | маломер | алом |  малом |  маломе | рит | омер; negative side: ужас | жас | ужа |  ужа |  ужас |  уж | ужасн | жасн |  ужасн | асн | бол | больш | боль | льш | ольш
char_svd_40,char_svd,40,0.0824824051737684,0.004219666861684778,олько | лько | ольк | льк | олько  | лько  | тольк | только | толь | ько  | ько | только  | тол | ко  |  толь,0.131978 | 0.131935 | 0.131699 | 0.130974 | 0.129281 | 0.129275 | 0.129191 | 0.129118 | 0.128971 | 0.128895 | 0.127922 | 0.126326 | 0.124754 | 0.123007 | 0.120752,писан | исан | сан | опис | описа | описан |  опис |  опи |  описа |  описан | опи | сани | писани | исани | описани,-0.105459 | -0.105449 | -0.104163 | -0.102964 | -0.102795 | -0.102690 | -0.102617 | -0.102577 | -0.102402 | -0.102279 | -0.101673 | -0.101085 | -0.101040 | -0.101030 | -0.100963,positive side: олько | лько | ольк | льк | олько  | лько  | тольк | только | толь | ько  | ько | только  | тол | ко  |  толь; negative side: писан | исан | сан | опис | описа | описан |  опис |  опи |  описа |  описан | опи | сани | писани | исани | описани
char_svd_41,char_svd,41,0.2493167953510971,0.0042033470532832195,мало |  мало | ало | малом | ломер | аломе | аломер | ломе | маломе | маломер | алом |  малом |  маломе | омер |  мал,0.149134 | 0.146531 | 0.139258 | 0.117047 | 0.116956 | 0.116942 | 0.116928 | 0.116909 | 0.116908 | 0.116894 | 0.116322 | 0.114215 | 0.114074 | 0.111203 | 0.102061,тбо | тбол | футб | футбол | утбол | футбо | утбо | утб | фут | бол |  футб |  футбол |  футбо |  фут |  фу,-0.070467 | -0.070438 | -0.070420 | -0.070419 | -0.070419 | -0.070411 | -0.070411 | -0.070408 | -0.070381 | -0.069900 | -0.069714 | -0.069713 | -0.069705 | -0.069665 | -0.069320,positive side: мало |  мало | ало | малом | ломер | аломе | аломер | ломе | маломе | маломер | алом |  малом |  маломе | омер |  мал; negative side: тбо | тбол | футб | футбол | утбол | футбо | утбо | утб | фут | бол |  футб |  футбол |  футбо |  фут |  фу
char_svd_42,char_svd,42,0.045789404019828,0.004097248115198116,сов |  сов | сове |  сове | совет | овет | овету | совету | вету | етую | ветую | оветую | советую | ету | тую,0.093439 | 0.092920 | 0.077183 | 0.074687 | 0.074585 | 0.074552 | 0.074226 | 0.074221 | 0.073679 | 0.073316 | 0.073308 | 0.073305 | 0.073299 | 0.073156 | 0.072717,писан | исан | опис | описан | описа | сан |  опис |  опи |  описан |  описа | крас | опи | писани | исани | описани,-0.072314 | -0.072313 | -0.071134 | -0.071126 | -0.071064 | -0.071034 | -0.070838 | -0.070791 | -0.070779 | -0.070739 | -0.070540 | -0.070206 | -0.070184 | -0.070182 | -0.070164,positive side: сов |  сов | сове |  сове | совет | овет | овету | совету | вету | етую | ветую | оветую | советую | ету | тую; negative side: писан | исан | опис | описан | описа | сан |  опис |  опи |  описан |  описа | крас | опи | писани | исани | описани
char_svd_43,char_svd,43,0.1659286114000944,0.004025037293404758,прав | тпра | отпра | отпр | тпр | тправ | отправ | отп | пра |  отпр |  отпра |  отправ |  отп | прави | тправи,0.115582 | 0.114993 | 0.114987 | 0.114983 | 0.114980 | 0.114912 | 0.114906 | 0.114040 | 0.113196 | 0.113096 | 0.113080 | 0.112998 | 0.112210 | 0.084771 | 0.082183,олько | лько | ольк | льк | олько  | лько  | тольк | толь | только | ько  | ько | тол | только  | ко  |  толь,-0.090926 | -0.090883 | -0.090226 | -0.089827 | -0.089117 | -0.089116 | -0.089073 | -0.089033 | -0.089007 | -0.088823 | -0.088374 | -0.087285 | -0.087228 | -0.084275 | -0.083645,positive side: прав | тпра | отпра | отпр | тпр | тправ | отправ | отп | пра |  отпр |  отпра |  отправ |  отп | прави | тправи; negative side: олько | лько | ольк | льк | олько  | лько  | тольк | толь | только | ько  | ько | тол | только  | ко  |  толь
char_svd_44,char_svd,44,0.3469287051242546,0.003982197918268132,много | мног | ного | много  | ного  | ног | ого  | мно | ого | немн | немно | емно | емног | емного | немног,0.113837 | 0.113331 | 0.112817 | 0.111366 | 0.110491 | 0.109317 | 0.108214 | 0.107475 | 0.107199 | 0.104720 | 0.104673 | 0.104048 | 0.103983 | 0.103979 | 0.103834,мотр | смотр | смот | мот | смо | отр | отри | мотри | смотри |  смотр |  смот | отрит | мотрит | смотрит | трит,-0.064979 | -0.064967 | -0.064966 | -0.064688 | -0.064369 | -0.063272 | -0.061834 | -0.061810 | -0.061798 | -0.061401 | -0.061399 | -0.061029 | -0.061029 | -0.061016 | -0.060840,positive side: много | мног | ного | много  | ного  | ног | ого  | мно | ого | немн | немно | емно | емног | емного | немног; negative side: мотр | смотр | смот | мот | смо | отр | отри | мотри | смотри |  смотр |  смот | отрит | мотрит | смотрит | трит
char_svd_45,char_svd,45,0.1665219733291123,0.003971393780848149,жас | ужас | ужа |  ужас |  ужа |  уж | жасн | ужасн |  ужасн | много | мног | много  | ного | асн | ног,0.077392 | 0.077374 | 0.077063 | 0.076993 | 0.076853 | 0.070813 | 0.070813 | 0.070792 | 0.070200 | 0.069972 | 0.069522 | 0.068466 | 0.067977 | 0.067625 | 0.067466,сов |  сов | сове | ите | ломе | малом | аломе | ломер | маломе | аломер | маломер | мало | алом | утб | футб,-0.070676 | -0.070569 | -0.059477 | -0.059210 | -0.058659 | -0.058612 | -0.058608 | -0.058583 | -0.058569 | -0.058535 | -0.058495 | -0.058384 | -0.058261 | -0.057949 | -0.057944,positive side: жас | ужас | ужа |  ужас |  ужа |  уж | жасн | ужасн |  ужасн | много | мног | много  | ного | асн | ног; negative side: сов |  сов | сове | ите | ломе | малом | аломе | ломер | маломе | аломер | маломер | мало | алом | утб | футб
char_svd_46,char_svd,46,0.01059673426672,0.003888727925027142,дош | одош | подош | дошл |  подош | ошл | подо | одо |  подо | одошл | подошл |  подошл | тпр | тпра | тправ,0.092882 | 0.085112 | 0.085112 | 0.084931 | 0.083805 | 0.083779 | 0.083774 | 0.082568 | 0.082518 | 0.078304 | 0.078304 | 0.076887 | 0.067965 | 0.067943 | 0.067916,ак  | норм |  раз |  норм |  нор | нор | писан | исан | раз | сан |  ра | орм | писа | иса | пис,-0.054751 | -0.054290 | -0.054243 | -0.053986 | -0.053755 | -0.053049 | -0.052582 | -0.052558 | -0.052428 | -0.052064 | -0.051346 | -0.051319 | -0.050187 | -0.050058 | -0.049742,positive side: дош | одош | подош | дошл |  подош | ошл | подо | одо |  подо | одошл | подошл |  подошл | тпр | тпра | тправ; negative side: ак  | норм |  раз |  норм |  нор | нор | писан | исан | раз | сан |  ра | орм | писа | иса | пис
char_svd_47,char_svd,47,0.2009657563560025,0.0038444088027210586, сов | сов | сове | совет | совету | овету | овет | вету | етую | советую | ветую | оветую | ету | тую |  сове,0.107215 | 0.107149 | 0.091363 | 0.090161 | 0.089895 | 0.089876 | 0.089849 | 0.089305 | 0.089187 | 0.089173 | 0.089156 | 0.089154 | 0.088792 | 0.088328 | 0.088180,ельн | тель | тельн | ител | итель | ель | ительн | вра | ите | врат | твр | отвр | тврат | твра | отвра,-0.076186 | -0.075930 | -0.075897 | -0.072802 | -0.072779 | -0.072772 | -0.072347 | -0.065107 | -0.063840 | -0.061596 | -0.060860 | -0.060834 | -0.060791 | -0.060791 | -0.060757,positive side:  сов | сов | сове | совет | совету | овету | овет | вету | етую | советую | ветую | оветую | ету | тую |  сове; negative side: ельн | тель | тельн | ител | итель | ель | ительн | вра | ите | врат | твр | отвр | тврат | твра | отвра
char_svd_48,char_svd,48,0.0359674223739362,0.003820218539415973,крас | кра |  крас |  кра | краси | раси | красив | расив | асив | сив | рас |  краси |  красив |  кр | цвет,0.103294 | 0.100208 | 0.099651 | 0.097677 | 0.095522 | 0.095484 | 0.095017 | 0.095013 | 0.095008 | 0.094811 | 0.092974 | 0.092193 | 0.091846 | 0.084482 | 0.072006,лох | плох | пло | лохо | плохо | охо |  плох |  пло |  плохо | тбо | утб | фут | футб | футбол | утбол,-0.085376 | -0.085331 | -0.081813 | -0.081049 | -0.080884 | -0.076509 | -0.076184 | -0.074512 | -0.072875 | -0.071302 | -0.071291 | -0.071286 | -0.071279 | -0.071278 | -0.071278,positive side: крас | кра |  крас |  кра | краси | раси | красив | расив | асив | сив | рас |  краси |  красив |  кр | цвет; negative side: лох | плох | пло | лохо | плохо | охо |  плох |  пло |  плохо | тбо | утб | фут | футб | футбол | утбол
char_svd_49,char_svd,49,0.1098960507626411,0.0037858498484545275,тельн | ельн | тель | ного | ного  | много | мног | ительн | итель | ног | много  | ител | мно | немно | немн,0.086563 | 0.085710 | 0.084547 | 0.084078 | 0.082045 | 0.082016 | 0.081546 | 0.081194 | 0.080629 | 0.080597 | 0.080216 | 0.079850 | 0.079743 | 0.075544 | 0.075506,лох | плох | лохо | плохо | пло | охо |  плох |  пло |  плохо |  пл |  ру | ольш | больш | льш | боль,-0.084929 | -0.084834 | -0.081174 | -0.081088 | -0.080811 | -0.079611 | -0.078613 | -0.075865 | -0.075822 | -0.064288 | -0.046972 | -0.044588 | -0.044506 | -0.044461 | -0.044433,positive side: тельн | ельн | тель | ного | ного  | много | мног | ительн | итель | ног | много  | ител | мно | немно | немн; negative side: лох | плох | лохо | плохо | пло | охо |  плох |  пло |  плохо |  пл |  ру | ольш | больш | льш | боль
char_svd_50,char_svd,50,0.0737984946992049,0.0037773043373849993,кофт | офт | коф |  кофт |  коф | фта | кофта | офта |  кофта | фта  | кофта  | офта  | аказ  | заказ  | каз ,0.086796 | 0.086764 | 0.086528 | 0.086051 | 0.085805 | 0.071128 | 0.070831 | 0.070831 | 0.070114 | 0.061495 | 0.061130 | 0.061130 | 0.061008 | 0.061008 | 0.060978,ыгл | выгл | выгля | ыгля | выгляд | ыгляд | выг | ляд | гляд | гля |  выгл |  выгля |  выгляд |  выг | яди,-0.076233 | -0.076233 | -0.076163 | -0.076163 | -0.076146 | -0.076146 | -0.076057 | -0.075501 | -0.075493 | -0.075406 | -0.073941 | -0.073868 | -0.073835 | -0.073806 | -0.069410,positive side: кофт | офт | коф |  кофт |  коф | фта | кофта | офта |  кофта | фта  | кофта  | офта  | аказ  | заказ  | каз ; negative side: ыгл | выгл | выгля | ыгля | выгляд | ыгляд | выг | ляд | гляд | гля |  выгл |  выгля |  выгляд |  выг | яди
char_svd_51,char_svd,51,0.0618306986729159,0.003751819315494001,выгл | ыгл | ыгля | выгля | ыгляд | выгляд | выг | ляд | гляд | гля |  выгл |  выгля |  выгляд |  выг | яди,0.093916 | 0.093916 | 0.093845 | 0.093845 | 0.093778 | 0.093778 | 0.093519 | 0.092599 | 0.092532 | 0.092286 | 0.091027 | 0.090955 | 0.090898 | 0.090705 | 0.087805,пло | лох | плох |  пло | лохо |  плох | плохо | охо |  плохо | венн | вен | стве | твен | ствен | твенн,-0.074149 | -0.072758 | -0.072571 | -0.070001 | -0.068182 | -0.068093 | -0.067968 | -0.064550 | -0.063994 | -0.060587 | -0.060295 | -0.060084 | -0.060059 | -0.060029 | -0.059963,positive side: выгл | ыгл | ыгля | выгля | ыгляд | выгляд | выг | ляд | гляд | гля |  выгл |  выгля |  выгляд |  выг | яди; negative side: пло | лох | плох |  пло | лохо |  плох | плохо | охо |  плохо | венн | вен | стве | твен | ствен | твенн
char_svd_52,char_svd,52,0.4703071171978916,0.003665567516530003,клас | класс | ласс |  клас |  кла |  класс |  кл | асс | кла | классн | лассн | ссн | ассн |  классн | лас,0.152248 | 0.151458 | 0.151458 | 0.151443 | 0.151219 | 0.150679 | 0.145957 | 0.137985 | 0.135881 | 0.126024 | 0.126024 | 0.125985 | 0.125958 | 0.125140 | 0.111035,пос |  пос | цве | цвет |  цве |  цв |  цвет | крас | кра | посы | посыл | осыл | осылк | посылк | сылк,-0.062054 | -0.060775 | -0.059282 | -0.059188 | -0.058783 | -0.058783 | -0.058777 | -0.055661 | -0.055654 | -0.054904 | -0.054888 | -0.054874 | -0.054714 | -0.054714 | -0.054458,positive side: клас | класс | ласс |  клас |  кла |  класс |  кл | асс | кла | классн | лассн | ссн | ассн |  классн | лас; negative side: пос |  пос | цве | цвет |  цве |  цв |  цвет | крас | кра | посы | посыл | осыл | осылк | посылк | сылк
char_svd_53,char_svd,53,0.0678631441958341,0.0036483579877709623,пос |  пос | посы | посыл | осыл | осылк | посылк | ылк | сылк | сыл |  посы |  посыл | осы |  посылк | осылка,0.113017 | 0.110431 | 0.107490 | 0.107480 | 0.107472 | 0.107204 | 0.107204 | 0.106821 | 0.106798 | 0.105326 | 0.104647 | 0.104637 | 0.104629 | 0.104364 | 0.093890,шло | пришло | ришло | ишло |  пришло | шло  | пришло  | ишло  | ришло  | бол | ло  | тбо | утбол | футбол | тбол,-0.107177 | -0.098886 | -0.098859 | -0.098828 | -0.097316 | -0.085261 | -0.078861 | -0.078854 | -0.078852 | -0.063400 | -0.061417 | -0.061241 | -0.061211 | -0.061211 | -0.061209,positive side: пос |  пос | посы | посыл | осыл | осылк | посылк | ылк | сылк | сыл |  посы |  посыл | осы |  посылк | осылка; negative side: шло | пришло | ришло | ишло |  пришло | шло  | пришло  | ишло  | ришло  | бол | ло  | тбо | утбол | футбол | тбол
char_svd_54,char_svd,54,0.4659797941868029,0.0035969526526831337,плох | лох | пло | плохо | лохо |  плох | охо |  пло |  плохо |  пл | охое | лохое | хое | плохое | роши,0.146622 | 0.146533 | 0.140803 | 0.140322 | 0.140297 | 0.134690 | 0.132131 | 0.131700 | 0.129357 | 0.098979 | 0.070318 | 0.070318 | 0.070307 | 0.070258 | 0.050359,чар | азоч | чаро | чаров | разоч | очар | зочар | зоча | арова | чарова | оча | азочар | азоча | зоч | очаро,-0.077153 | -0.076830 | -0.076824 | -0.076727 | -0.076703 | -0.076637 | -0.076482 | -0.076482 | -0.076476 | -0.076439 | -0.076435 | -0.076420 | -0.076420 | -0.076339 | -0.076307,positive side: плох | лох | пло | плохо | лохо |  плох | охо |  пло |  плохо |  пл | охое | лохое | хое | плохое | роши; negative side: чар | азоч | чаро | чаров | разоч | очар | зочар | зоча | арова | чарова | оча | азочар | азоча | зоч | очаро
char_svd_55,char_svd,55,0.4016603165042787,0.0035826341186563164,лох | плох | лохо | плохо |  ру |  плох | охо | пло |  плохо |  пло | рубаш | убаш | руба | баш | рубашк,0.097975 | 0.097782 | 0.094822 | 0.094553 | 0.093850 | 0.089068 | 0.088056 | 0.086468 | 0.086362 | 0.080184 | 0.071147 | 0.071147 | 0.070902 | 0.070831 | 0.070601,клас | ласс | класс |  клас |  кла |  класс |  кл | кла | асс | ассн | лассн | классн | ссн |  классн | кая,-0.095796 | -0.095619 | -0.095619 | -0.095577 | -0.095560 | -0.095300 | -0.091786 | -0.089323 | -0.080755 | -0.078428 | -0.078379 | -0.078379 | -0.078348 | -0.078093 | -0.077165,positive side: лох | плох | лохо | плохо |  ру |  плох | охо | пло |  плохо |  пло | рубаш | убаш | руба | баш | рубашк; negative side: клас | ласс | класс |  клас |  кла |  класс |  кл | кла | асс | ассн | лассн | классн | ссн |  классн | кая
char_svd_56,char_svd,56,0.5024856350510492,0.003537677157025012,коф | кофт | офт |  коф |  кофт |  ко | фта | офта | кофта |  кофта | фта  | кофта  | офта  |  кофта  | та ,0.124279 | 0.124050 | 0.124003 | 0.122898 | 0.122691 | 0.105951 | 0.104535 | 0.104231 | 0.104231 | 0.103003 | 0.091717 | 0.091360 | 0.091360 | 0.090079 | 0.073059, ру | руба | баш | убаш | рубаш | уба | башк | убашк | рубашк |  руба |  рубаш |  рубашк | ашк | руб |  руб,-0.097804 | -0.068224 | -0.067966 | -0.067894 | -0.067894 | -0.067763 | -0.067496 | -0.067350 | -0.067350 | -0.067295 | -0.067169 | -0.066631 | -0.065725 | -0.062882 | -0.062214,positive side: коф | кофт | офт |  коф |  кофт |  ко | фта | офта | кофта |  кофта | фта  | кофта  | офта  |  кофта  | та ; negative side:  ру | руба | баш | убаш | рубаш | уба | башк | убашк | рубашк |  руба |  рубаш |  рубашк | ашк | руб |  руб
char_svd_57,char_svd,57,0.1881142929508667,0.003523568685186495,клас |  клас | ласс | класс |  кла |  класс |  кл | кла | асс | ассн | ссн | лассн | классн |  классн | лас,0.117192 | 0.116542 | 0.116532 | 0.116532 | 0.116301 | 0.115889 | 0.111630 | 0.106541 | 0.105714 | 0.096949 | 0.096909 | 0.096907 | 0.096907 | 0.096275 | 0.086906,офт | кофт | коф |  кофт |  коф | носи | осит | сить | осить | носит | ить | носить | сит | ть  |  носи,-0.089465 | -0.089464 | -0.089113 | -0.088491 | -0.088197 | -0.079061 | -0.078964 | -0.078655 | -0.078572 | -0.078568 | -0.078413 | -0.078018 | -0.077398 | -0.077311 | -0.074411,positive side: клас |  клас | ласс | класс |  кла |  класс |  кл | кла | асс | ассн | ссн | лассн | классн |  классн | лас; negative side: офт | кофт | коф |  кофт |  коф | носи | осит | сить | осить | носит | ить | носить | сит | ть  |  носи
