feature,family,component_index,model_importance,explained_variance_ratio,top_positive_terms,top_positive_weights,top_negative_terms,top_negative_weights,description
word_svd_122,word_svd,122,0.4222308511938605,0.0009732828755659689,ок | от | без | бы | подошёл | телу | размера | больше | размеру | если | всё | соответствует размеру | не соответствует размеру | маленькая | отличается,0.260828 | 0.168014 | 0.166013 | 0.148250 | 0.143361 | 0.111564 | 0.103478 | 0.098483 | 0.092926 | 0.091812 | 0.079718 | 0.078472 | 0.072165 | 0.070467 | 0.069230,подошло | ощупь | на ощупь | сетка | хороший | размерная | немного | размерная сетка | норм | маломерит | все подошло | размер не | посылка | меньше | вообще,-0.217171 | -0.170801 | -0.170218 | -0.141025 | -0.132558 | -0.129851 | -0.129479 | -0.127614 | -0.125060 | -0.122306 | -0.092828 | -0.091873 | -0.091231 | -0.090970 | -0.090595,positive side: ок | от | без | бы | подошёл | телу | размера | больше | размеру | если | всё | соответствует размеру | не соответствует размеру | маленькая | отличается; negative side: подошло | ощупь | на ощупь | сетка | хороший | размерная | немного | размерная сетка | норм | маломерит | все подошло | размер не | посылка | меньше | вообще
word_svd_67,word_svd,67,0.4173844389556894,0.0013536038126932084,отслеживался | трек | не отслеживался | кофта | трек не | это | трек отслеживался | трек не отслеживался | так себе | себе | на размер | раз | до | не | очень,0.305002 | 0.290732 | 0.194442 | 0.157233 | 0.153061 | 0.137815 | 0.136619 | 0.132486 | 0.125820 | 0.124522 | 0.097442 | 0.094506 | 0.093369 | 0.091772 | 0.084552,заказывала | пришли | заказала | месяца | материал | ткань | нет | хорошая | только | пришла | качество не | качество не очень | не очень | долгая | ни,-0.166193 | -0.163012 | -0.154852 | -0.153826 | -0.134378 | -0.121575 | -0.119279 | -0.114849 | -0.093902 | -0.091459 | -0.090336 | -0.085640 | -0.082883 | -0.077057 | -0.073835,positive side: отслеживался | трек | не отслеживался | кофта | трек не | это | трек отслеживался | трек не отслеживался | так себе | себе | на размер | раз | до | не | очень; negative side: заказывала | пришли | заказала | месяца | материал | ткань | нет | хорошая | только | пришла | качество не | качество не очень | не очень | долгая | ни
word_svd_53,word_svd,53,0.4083797648469539,0.0015102390980153136,мне | понравилось | отличное | себе | так себе | не понравилось | качество отличное | мне не | нет | тонкая | так | материал | довольна | пришёл деньги | не пришёл деньги,0.303620 | 0.230196 | 0.187745 | 0.127849 | 0.124245 | 0.123671 | 0.116864 | 0.115591 | 0.115308 | 0.106004 | 0.105287 | 0.102358 | 0.100022 | 0.099350 | 0.099073,ужасное | то | качество ужасное | долгая | хорошая | платье | раз | рост | долгая доставка | буду | носить | рекомендую | на рост | то что | не то,-0.209552 | -0.162759 | -0.135465 | -0.121226 | -0.118288 | -0.115746 | -0.107697 | -0.104987 | -0.098353 | -0.097538 | -0.092409 | -0.092225 | -0.089690 | -0.085507 | -0.077279,positive side: мне | понравилось | отличное | себе | так себе | не понравилось | качество отличное | мне не | нет | тонкая | так | материал | довольна | пришёл деньги | не пришёл деньги; negative side: ужасное | то | качество ужасное | долгая | хорошая | платье | раз | рост | долгая доставка | буду | носить | рекомендую | на рост | то что | не то
char_svd_21,char_svd,21,0.4075825203559596,0.006420190186702789,матер | матери | атер | атери | тери | териа | териал | ериа | ериал | риал | материа | атериа | атериал | мате | риа,0.116811 | 0.116493 | 0.116483 | 0.116412 | 0.116230 | 0.116218 | 0.116217 | 0.116207 | 0.116205 | 0.116168 | 0.116117 | 0.116117 | 0.116116 | 0.115142 | 0.114631,ткан | кан | кань | ткань |  тка |  ткан |  тк | ань |  ткань | тка | кань  | ткань  | ань  |  ткань  | ая ,-0.078351 | -0.077858 | -0.076736 | -0.076730 | -0.076557 | -0.076503 | -0.076280 | -0.076127 | -0.074832 | -0.074612 | -0.069504 | -0.069498 | -0.069403 | -0.067456 | -0.058446,positive side: матер | матери | атер | атери | тери | териа | териал | ериа | ериал | риал | материа | атериа | атериал | мате | риа; negative side: ткан | кан | кань | ткань |  тка |  ткан |  тк | ань |  ткань | тка | кань  | ткань  | ань  |  ткань  | ая 
char_svd_6,char_svd,6,0.4069416135635705,0.011266318866598837,ень | нь  | очень  | чень  | очень | чень | очен | ень  |  очень  |  очень |  очен |  оче |  оч | оче | чен,0.093818 | 0.082728 | 0.080887 | 0.080879 | 0.080382 | 0.080374 | 0.079912 | 0.079567 | 0.079497 | 0.078971 | 0.078918 | 0.078782 | 0.078723 | 0.075105 | 0.074735,прод | род | про | прода | рода |  прод | одав | продав | родав | дав | ода |  про |  прода |  продав | даве,-0.067918 | -0.067790 | -0.067007 | -0.065630 | -0.065537 | -0.065373 | -0.065211 | -0.065178 | -0.065173 | -0.064954 | -0.064317 | -0.063461 | -0.062976 | -0.062648 | -0.060961,positive side: ень | нь  | очень  | чень  | очень | чень | очен | ень  |  очень  |  очень |  очен |  оче |  оч | оче | чен; negative side: прод | род | про | прода | рода |  прод | одав | продав | родав | дав | ода |  про |  прода |  продав | даве
word_svd_12,word_svd,12,0.4067619890657791,0.003016994347941128,супер | все | отлично | все супер | размер | качество супер | не | просто | нитки | торчат | просто супер | пришло | не очень | все отлично | быстро,0.717760 | 0.175176 | 0.124619 | 0.117921 | 0.078874 | 0.066818 | 0.066109 | 0.063588 | 0.059039 | 0.057130 | 0.054605 | 0.054504 | 0.050041 | 0.049710 | 0.049398,доставка | по | размеру | по размеру | быстрая | доставка быстрая | быстрая доставка | спасибо | хорошее | качество хорошее | деньги вернули | долгая | вернули | продавцу | фото,-0.253194 | -0.220259 | -0.212409 | -0.198776 | -0.198257 | -0.114433 | -0.107439 | -0.098032 | -0.097820 | -0.066552 | -0.065870 | -0.049641 | -0.048789 | -0.045631 | -0.042839,positive side: супер | все | отлично | все супер | размер | качество супер | не | просто | нитки | торчат | просто супер | пришло | не очень | все отлично | быстро; negative side: доставка | по | размеру | по размеру | быстрая | доставка быстрая | быстрая доставка | спасибо | хорошее | качество хорошее | деньги вернули | долгая | вернули | продавцу | фото
char_svd_55,char_svd,55,0.4016603165042787,0.0035826341186563164,лох | плох | лохо | плохо |  ру |  плох | охо | пло |  плохо |  пло | рубаш | убаш | руба | баш | рубашк,0.097975 | 0.097782 | 0.094822 | 0.094553 | 0.093850 | 0.089068 | 0.088056 | 0.086468 | 0.086362 | 0.080184 | 0.071147 | 0.071147 | 0.070902 | 0.070831 | 0.070601,клас | ласс | класс |  клас |  кла |  класс |  кл | кла | асс | ассн | лассн | классн | ссн |  классн | кая,-0.095796 | -0.095619 | -0.095619 | -0.095577 | -0.095560 | -0.095300 | -0.091786 | -0.089323 | -0.080755 | -0.078428 | -0.078379 | -0.078379 | -0.078348 | -0.078093 | -0.077165,positive side: лох | плох | лохо | плохо |  ру |  плох | охо | пло |  плохо |  пло | рубаш | убаш | руба | баш | рубашк; negative side: клас | ласс | класс |  клас |  кла |  класс |  кл | кла | асс | ассн | лассн | классн | ссн |  классн | кая
char_svd_3,char_svd,3,0.3993551594125845,0.015494074309313717,ачест | качес | качест | каче | ачеств | качеств | кач | ачес | честв | еств | чест | ачество | чество | ество |  качес,0.144828 | 0.144816 | 0.144786 | 0.144743 | 0.144737 | 0.144694 | 0.144542 | 0.144506 | 0.144465 | 0.143110 | 0.142939 | 0.141997 | 0.141847 | 0.141631 | 0.140838,каз |  ра |  раз | раз | ла  | зак | ала | ака |  на | зака |  зак | аказ | заказ | мер |  зака,-0.049907 | -0.046321 | -0.044787 | -0.044600 | -0.044282 | -0.043696 | -0.043423 | -0.043334 | -0.043035 | -0.042824 | -0.042818 | -0.042810 | -0.042774 | -0.042457 | -0.041908,positive side: ачест | качес | качест | каче | ачеств | качеств | кач | ачес | честв | еств | чест | ачество | чество | ество |  качес; negative side: каз |  ра |  раз | раз | ла  | зак | ала | ака |  на | зака |  зак | аказ | заказ | мер |  зака
char_svd_82,char_svd,82,0.3978527230714788,0.0026366428977693435,овсем | совс | совсе | совсем | овсе |  совс |  совсе |  совсем | овс | всем | сем | овсем  | совсем  | всем  | сем ,0.127664 | 0.127638 | 0.127628 | 0.127580 | 0.127294 | 0.126127 | 0.126082 | 0.126034 | 0.123664 | 0.123567 | 0.123211 | 0.121581 | 0.121492 | 0.118751 | 0.118749,рошо | орошо | хорошо | ошо |  хорошо | цвет | цве | вет |  цв |  цве |  цвет | цвет  | вет  |  цвет  | ет ,-0.112578 | -0.112569 | -0.112513 | -0.112378 | -0.111094 | -0.106167 | -0.106152 | -0.106023 | -0.105499 | -0.105499 | -0.105499 | -0.082294 | -0.082031 | -0.081233 | -0.074454,positive side: овсем | совс | совсе | совсем | овсе |  совс |  совсе |  совсем | овс | всем | сем | овсем  | совсем  | всем  | сем ; negative side: рошо | орошо | хорошо | ошо |  хорошо | цвет | цве | вет |  цв |  цве |  цвет | цвет  | вет  |  цвет  | ет 
word_svd_18,word_svd,18,0.3968769601364453,0.00261164072986472,деньги | вернул | вернул деньги | продавец | нитки | торчат | продавец вернул | продавец вернул деньги | деньги вернули | не получила | торчат нитки | получила | очень | отлично | нитки торчат,0.274742 | 0.270860 | 0.237617 | 0.226814 | 0.217387 | 0.211066 | 0.197377 | 0.183747 | 0.140667 | 0.124112 | 0.116617 | 0.116126 | 0.094475 | 0.091575 | 0.087918,так | так не | что | не | товар так | товар так не | пришел | пришёл | то | спасибо | не пришёл | не пришел | так не пришел | не вернули | так не пришёл,-0.239426 | -0.156699 | -0.129295 | -0.118643 | -0.113677 | -0.112397 | -0.106732 | -0.096965 | -0.094853 | -0.093103 | -0.079002 | -0.078160 | -0.077852 | -0.075788 | -0.075647,positive side: деньги | вернул | вернул деньги | продавец | нитки | торчат | продавец вернул | продавец вернул деньги | деньги вернули | не получила | торчат нитки | получила | очень | отлично | нитки торчат; negative side: так | так не | что | не | товар так | товар так не | пришел | пришёл | то | спасибо | не пришёл | не пришел | так не пришел | не вернули | так не пришёл
char_svd_145,char_svd,145,0.3890686460046497,0.0014702106496594413,ства | ества | чества | ачества | тва | ... | аетс | ается | ишел  | пришел  | ришел  | ..  | ает | ...  | го ,0.107483 | 0.107177 | 0.107163 | 0.107096 | 0.107009 | 0.094909 | 0.077790 | 0.077584 | 0.074175 | 0.073974 | 0.073974 | 0.070908 | 0.069160 | 0.068275 | 0.067314,"шел, | ел, | ел,  | шел,  | ишел, | пришел, | ришел, |  не  | чны | не  | тво  | ство  | ество  | чество  |  не",-0.088266 | -0.088209 | -0.079002 | -0.078959 | -0.077502 | -0.077502 | -0.077502 | -0.069944 | -0.069423 | -0.068929 | -0.066405 | -0.066381 | -0.065860 | -0.065775 | -0.065629,"positive side: ства | ества | чества | ачества | тва | ... | аетс | ается | ишел  | пришел  | ришел  | ..  | ает | ...  | го ; negative side: шел, | ел, | ел,  | шел,  | ишел, | пришел, | ришел, |  не  | чны | не  | тво  | ство  | ество  | чество  |  не"
word_svd_42,word_svd,42,0.359087883724222,0.0016523549037827522,довольна | хорошо | очень довольна | как | размер | буду | описанию | соответствует описанию | то | больше | приятная | телу | материал | заказывать | что,0.338747 | 0.180574 | 0.153480 | 0.153242 | 0.147880 | 0.145533 | 0.134884 | 0.124924 | 0.114769 | 0.112589 | 0.108761 | 0.106411 | 0.091271 | 0.088902 | 0.088725,рекомендую | на | раз | тонкая | все | цвет | долго | но | 44 | 46 | не рекомендую | не соответствует | заказываю | очень тонкая | продавца,-0.200222 | -0.160689 | -0.155589 | -0.132761 | -0.128790 | -0.127966 | -0.124221 | -0.109874 | -0.109058 | -0.108757 | -0.102181 | -0.087592 | -0.085727 | -0.085291 | -0.084167,positive side: довольна | хорошо | очень довольна | как | размер | буду | описанию | соответствует описанию | то | больше | приятная | телу | материал | заказывать | что; negative side: рекомендую | на | раз | тонкая | все | цвет | долго | но | 44 | 46 | не рекомендую | не соответствует | заказываю | очень тонкая | продавца
word_svd_54,word_svd,54,0.3547263528567846,0.00149769359040845,отличное | хорошие | качество отличное | хорошая | материал | пришли | себе | так себе | отличное качество | то | лучшего | желать | желать лучшего | оставляет | оставляет желать,0.338959 | 0.210501 | 0.199271 | 0.187286 | 0.171173 | 0.145156 | 0.130750 | 0.127911 | 0.113444 | 0.112969 | 0.103525 | 0.097064 | 0.096339 | 0.094441 | 0.094066,плохое | мне | после | ужасное | качество плохое | понравилось | плохое качество | стирки | товар | качество ужасное | довольна | хорошо | после стирки | товар так | товар так не,-0.252755 | -0.161966 | -0.153298 | -0.143563 | -0.133341 | -0.130660 | -0.114724 | -0.113296 | -0.107599 | -0.095445 | -0.094664 | -0.092964 | -0.085924 | -0.075877 | -0.075695,positive side: отличное | хорошие | качество отличное | хорошая | материал | пришли | себе | так себе | отличное качество | то | лучшего | желать | желать лучшего | оставляет | оставляет желать; negative side: плохое | мне | после | ужасное | качество плохое | понравилось | плохое качество | стирки | товар | качество ужасное | довольна | хорошо | после стирки | товар так | товар так не
char_svd_31,char_svd,31,0.3518868549192248,0.005168297053553152,меся | есяц | месяц | сяц | еся |  меся |  месяц | леньк | лень | мален |  мес | мале | алень | малень | аленьк,0.086784 | 0.086775 | 0.086763 | 0.086763 | 0.086388 | 0.086139 | 0.086090 | 0.082385 | 0.082138 | 0.081687 | 0.081666 | 0.081576 | 0.081567 | 0.081549 | 0.081537, очень |  очен | очен |  оч |  оче | очень | чень |  очень  | оче | очень  | чень  | чен | ень  |  но | ьно,-0.066439 | -0.066400 | -0.066296 | -0.066285 | -0.066230 | -0.066158 | -0.066137 | -0.064407 | -0.064167 | -0.064115 | -0.064094 | -0.064034 | -0.063850 | -0.056033 | -0.055892,positive side: меся | есяц | месяц | сяц | еся |  меся |  месяц | леньк | лень | мален |  мес | мале | алень | малень | аленьк; negative side:  очень |  очен | очен |  оч |  оче | очень | чень |  очень  | оче | очень  | чень  | чен | ень  |  но | ьно
char_svd_44,char_svd,44,0.3469287051242546,0.003982197918268132,много | мног | ного | много  | ного  | ног | ого  | мно | ого | немн | немно | емно | емног | емного | немног,0.113837 | 0.113331 | 0.112817 | 0.111366 | 0.110491 | 0.109317 | 0.108214 | 0.107475 | 0.107199 | 0.104720 | 0.104673 | 0.104048 | 0.103983 | 0.103979 | 0.103834,мотр | смотр | смот | мот | смо | отр | отри | мотри | смотри |  смотр |  смот | отрит | мотрит | смотрит | трит,-0.064979 | -0.064967 | -0.064966 | -0.064688 | -0.064369 | -0.063272 | -0.061834 | -0.061810 | -0.061798 | -0.061401 | -0.061399 | -0.061029 | -0.061029 | -0.061016 | -0.060840,positive side: много | мног | ного | много  | ного  | ног | ого  | мно | ого | немн | немно | емно | емног | емного | немног; negative side: мотр | смотр | смот | мот | смо | отр | отри | мотри | смотри |  смотр |  смот | отрит | мотрит | смотрит | трит
word_svd_81,word_svd,81,0.3438519012369376,0.001217712198517534,плохо | заказывала | понравилась | мне | швы | 46 | ткань | просто | чем | отслеживался | трек | мой | очень понравилась | очень плохо | пришли,0.332237 | 0.196547 | 0.166050 | 0.134453 | 0.128359 | 0.120390 | 0.117775 | 0.097842 | 0.094092 | 0.091859 | 0.088828 | 0.087109 | 0.075321 | 0.074842 | 0.073910,заказала | маломерит | сильно | понравилось | для | качества | только | телу | до | не | не понравилось | советую | хорошего | хорошего качества | деле,-0.258248 | -0.234800 | -0.187310 | -0.180414 | -0.132713 | -0.117338 | -0.104652 | -0.102036 | -0.101238 | -0.097581 | -0.093371 | -0.093233 | -0.088524 | -0.087914 | -0.080867,positive side: плохо | заказывала | понравилась | мне | швы | 46 | ткань | просто | чем | отслеживался | трек | мой | очень понравилась | очень плохо | пришли; negative side: заказала | маломерит | сильно | понравилось | для | качества | только | телу | до | не | не понравилось | советую | хорошего | хорошего качества | деле
char_svd_76,char_svd,76,0.3436871337136237,0.002834035655304045, св | свит | сви | свите |  свит | свитер | витер |  сви | итер |  свите |  свитер | вите | тонк | онк | тон,0.091735 | 0.083246 | 0.082880 | 0.082405 | 0.082397 | 0.082320 | 0.082320 | 0.082140 | 0.081723 | 0.081612 | 0.081527 | 0.078579 | 0.074896 | 0.074517 | 0.074506,рос | росс | осси | росси | осс | сси |  росс |  росси | сий | ийск | сийск | сийс | ссий | россий | оссий,-0.064238 | -0.052437 | -0.052424 | -0.052420 | -0.052366 | -0.051979 | -0.051803 | -0.051733 | -0.049899 | -0.049784 | -0.049783 | -0.049783 | -0.049719 | -0.049710 | -0.049710,positive side:  св | свит | сви | свите |  свит | свитер | витер |  сви | итер |  свите |  свитер | вите | тонк | онк | тон; negative side: рос | росс | осси | росси | осс | сси |  росс |  росси | сий | ийск | сийск | сийс | ссий | россий | оссий
char_svd_118,char_svd,118,0.3386747058715487,0.001844485424169189, бра |  бр | бра | брал | рал | рала | брала | рала  | брала  |  брал | ром |  брала |  брала  | инс | гро,0.113982 | 0.112912 | 0.105164 | 0.080894 | 0.079912 | 0.077809 | 0.077678 | 0.077148 | 0.076604 | 0.076221 | 0.073455 | 0.073295 | 0.072343 | 0.060054 | 0.057574,тан | штан | шта |  штан |  шта |  шт | аны | таны | штаны |  штаны | учш | лучш |  лучш |  луч |  лу,-0.080506 | -0.078971 | -0.078875 | -0.077965 | -0.077869 | -0.077510 | -0.073813 | -0.072102 | -0.067842 | -0.067005 | -0.065566 | -0.065523 | -0.064837 | -0.064802 | -0.064733,positive side:  бра |  бр | бра | брал | рал | рала | брала | рала  | брала  |  брал | ром |  брала |  брала  | инс | гро; negative side: тан | штан | шта |  штан |  шта |  шт | аны | таны | штаны |  штаны | учш | лучш |  лучш |  луч |  лу
char_svd_111,char_svd,111,0.3296264620284995,0.0019527729637035195,ные | ром | огро | гром | гро | огром | громн | огромн |  огр |  огро | ромн | луз |  огром | блуз |  блу,0.066644 | 0.058741 | 0.057784 | 0.057737 | 0.057674 | 0.057549 | 0.057150 | 0.057150 | 0.057148 | 0.057123 | 0.057051 | 0.056978 | 0.056887 | 0.056868 | 0.056679,куп | окуп | покуп | поку | оку | ли  |  покуп |  поку |  пок | пок |  бра |  бр | расст | асст | бра,-0.063358 | -0.063004 | -0.062984 | -0.062981 | -0.062344 | -0.062270 | -0.062193 | -0.062190 | -0.061296 | -0.061044 | -0.057634 | -0.056365 | -0.055945 | -0.055945 | -0.055922,positive side: ные | ром | огро | гром | гро | огром | громн | огромн |  огр |  огро | ромн | луз |  огром | блуз |  блу; negative side: куп | окуп | покуп | поку | оку | ли  |  покуп |  поку |  пок | пок |  бра |  бр | расст | асст | бра
word_svd_58,word_svd,58,0.3242990862723087,0.001457831594837527,хорошие | после | 42 | стирки | после стирки | 44 | 42 44 | на 42 | тонкая | плохое | больше | денег | то | очень тонкая | на 42 44,0.262754 | 0.261752 | 0.217865 | 0.213076 | 0.163972 | 0.163767 | 0.139542 | 0.131387 | 0.118778 | 0.112222 | 0.099106 | 0.097560 | 0.094508 | 0.084684 | 0.084556,xl | 48 | 46 | это | на 46 | долгая | советую | ужасное | хорошо | долгая доставка | мало | не советую | ткань | качество ужасное | очень долгая,-0.168051 | -0.163130 | -0.160856 | -0.147944 | -0.126089 | -0.124915 | -0.120421 | -0.117564 | -0.108748 | -0.103905 | -0.103605 | -0.093573 | -0.090228 | -0.079373 | -0.078116,positive side: хорошие | после | 42 | стирки | после стирки | 44 | 42 44 | на 42 | тонкая | плохое | больше | денег | то | очень тонкая | на 42 44; negative side: xl | 48 | 46 | это | на 46 | долгая | советую | ужасное | хорошо | долгая доставка | мало | не советую | ткань | качество ужасное | очень долгая
char_svd_136,char_svd,136,0.323435793166016,0.0016077454129658662,... | ..  | ...  | как |  как | как  |  как  | .... |  ка | коне | ечно | ечн | нечн | конеч | конечн,0.202780 | 0.156176 | 0.148049 | 0.105796 | 0.103839 | 0.101829 | 0.100265 | 0.088908 | 0.076480 | 0.065987 | 0.065473 | 0.065389 | 0.065377 | 0.065377 | 0.065377,жда | ждал | ждала |  жда |  ждал |  жд |  ждала | дала | ждала  | дал | дошл |  чт |  что | что  |  что ,-0.067197 | -0.066854 | -0.063698 | -0.059805 | -0.059725 | -0.057549 | -0.056843 | -0.056801 | -0.056456 | -0.055509 | -0.055342 | -0.054822 | -0.054754 | -0.054715 | -0.054561,positive side: ... | ..  | ...  | как |  как | как  |  как  | .... |  ка | коне | ечно | ечн | нечн | конеч | конечн; negative side: жда | ждал | ждала |  жда |  ждал |  жд |  ждала | дала | ждала  | дал | дошл |  чт |  что | что  |  что 
char_svd_58,char_svd,58,0.3107931164095651,0.003432964700644463,чар | чаро | чаров | азоч | арова | очар | чарова | разоч | зоча | зочар | азоча | азочар | зоч | очаро | аров,0.081683 | 0.081440 | 0.081357 | 0.081244 | 0.081219 | 0.081197 | 0.081182 | 0.081160 | 0.081094 | 0.081094 | 0.081039 | 0.081039 | 0.080962 | 0.080955 | 0.080938,цве | цвет |  цвет |  цв |  цве | цвет  | присла | рисла | вет  | исла | рисл | присл | исл |  цвет  | ислал,-0.071258 | -0.071171 | -0.069839 | -0.069815 | -0.069815 | -0.055794 | -0.055522 | -0.055522 | -0.055517 | -0.055449 | -0.055439 | -0.055439 | -0.055057 | -0.055051 | -0.054859,positive side: чар | чаро | чаров | азоч | арова | очар | чарова | разоч | зоча | зочар | азоча | азочар | зоч | очаро | аров; negative side: цве | цвет |  цвет |  цв |  цве | цвет  | присла | рисла | вет  | исла | рисл | присл | исл |  цвет  | ислал
char_svd_81,char_svd,81,0.3090157651074351,0.0026675453625869417,!!! | !!  | !!!  | !!!! | !!!!! | !!!!  | !!!!!! | тонк | онк |  тонк | тон |  тон | овсем | совс | совсе,0.294236 | 0.210187 | 0.203069 | 0.181374 | 0.114069 | 0.112945 | 0.079640 | 0.078351 | 0.078151 | 0.076927 | 0.076510 | 0.076206 | 0.070422 | 0.070410 | 0.070371,ется | тся |  та |  так | так | етс | ется  |  св | аетс | ается | ает | ильн | иль | ильно | сильн,-0.064059 | -0.059143 | -0.056975 | -0.055902 | -0.055852 | -0.051392 | -0.045844 | -0.045570 | -0.045096 | -0.045094 | -0.043980 | -0.043827 | -0.043402 | -0.042822 | -0.042593,positive side: !!! | !!  | !!!  | !!!! | !!!!! | !!!!  | !!!!!! | тонк | онк |  тонк | тон |  тон | овсем | совс | совсе; negative side: ется | тся |  та |  так | так | етс | ется  |  св | аетс | ается | ает | ильн | иль | ильно | сильн
char_svd_100,char_svd,100,0.3064296089843941,0.0021968117578743595,елик | велик | вели | лик |  вели |  велик |  вел | вел | лико | елико | велико |  велико | ико | ели | тся,0.115125 | 0.115067 | 0.115024 | 0.114284 | 0.113723 | 0.113654 | 0.113092 | 0.112808 | 0.089457 | 0.089070 | 0.089015 | 0.087585 | 0.078010 | 0.076025 | 0.075603,буд |  буд |  бу | буде | уде | удет |  буде | будет |  будет | иль | ильн | дет  | будет  | удет  | сильн,-0.098546 | -0.096315 | -0.095155 | -0.068191 | -0.068124 | -0.067806 | -0.067732 | -0.067457 | -0.067099 | -0.064620 | -0.064517 | -0.062798 | -0.062313 | -0.062299 | -0.062002,positive side: елик | велик | вели | лик |  вели |  велик |  вел | вел | лико | елико | велико |  велико | ико | ели | тся; negative side: буд |  буд |  бу | буде | уде | удет |  буде | будет |  будет | иль | ильн | дет  | будет  | удет  | сильн
char_svd_102,char_svd,102,0.3049886379287287,0.0021202300868017427,ули. | нули. | рнули. | ернули. | ули.  | ли. | нули.  | рнули.  | ли.  | и.  | се  |  все | все  |  все  |  вс,0.150875 | 0.150810 | 0.150677 | 0.150677 | 0.145699 | 0.145644 | 0.145634 | 0.145511 | 0.143359 | 0.117409 | 0.078968 | 0.078906 | 0.078886 | 0.078616 | 0.074354,ли  | рнули  | ернули  | нули  | ули  | то  | что |  что |  чт | что  |  что  | ез  | чна | чная | шли ,-0.127553 | -0.122888 | -0.122860 | -0.122807 | -0.122790 | -0.100434 | -0.089255 | -0.086425 | -0.086332 | -0.085591 | -0.083425 | -0.053600 | -0.051080 | -0.050841 | -0.049743,positive side: ули. | нули. | рнули. | ернули. | ули.  | ли. | нули.  | рнули.  | ли.  | и.  | се  |  все | все  |  все  |  вс; negative side: ли  | рнули  | ернули  | нули  | ули  | то  | что |  что |  чт | что  |  что  | ез  | чна | чная | шли 
word_svd_74,word_svd,74,0.3044182946245855,0.0012854130792863123,качества | хорошего | хорошего качества | это | швы | мало | продавец | рубашка | отличная | это не | ровные | запаха | что | фото | плохого,0.459616 | 0.320542 | 0.316060 | 0.154303 | 0.123558 | 0.111862 | 0.105246 | 0.098803 | 0.096375 | 0.083053 | 0.075845 | 0.068902 | 0.068857 | 0.066902 | 0.062814,только | как | самом | на самом | деле | для | самом деле | на самом деле | советую | не советую | рекомендую | бы | месяца | продавца | до,-0.177070 | -0.135847 | -0.105793 | -0.105467 | -0.104143 | -0.101280 | -0.099233 | -0.098647 | -0.091248 | -0.075535 | -0.066282 | -0.066228 | -0.065636 | -0.065354 | -0.063560,positive side: качества | хорошего | хорошего качества | это | швы | мало | продавец | рубашка | отличная | это не | ровные | запаха | что | фото | плохого; negative side: только | как | самом | на самом | деле | для | самом деле | на самом деле | советую | не советую | рекомендую | бы | месяца | продавца | до
word_svd_127,word_svd,127,0.2967079584469734,0.0009399990790044169,футболка | маломерит | без | классная | из | по | свой | 44 | на свой | на 44 | ткани | отличные | до | подошло | качеству,0.297219 | 0.281328 | 0.190611 | 0.183659 | 0.163662 | 0.109351 | 0.107709 | 0.102849 | 0.094962 | 0.094422 | 0.091636 | 0.082188 | 0.076809 | 0.076535 | 0.072725,сильно | просвечивает | 42 | размерной | на 46 | 46 | нет | сетке | очень сильно | размерной сетке | понравилась | маленькая | рубашка | на 42 | меньше,-0.272390 | -0.157933 | -0.128341 | -0.123457 | -0.122068 | -0.121424 | -0.118514 | -0.115234 | -0.111737 | -0.108554 | -0.102115 | -0.102054 | -0.095841 | -0.090236 | -0.084671,positive side: футболка | маломерит | без | классная | из | по | свой | 44 | на свой | на 44 | ткани | отличные | до | подошло | качеству; negative side: сильно | просвечивает | 42 | размерной | на 46 | 46 | нет | сетке | очень сильно | размерной сетке | понравилась | маленькая | рубашка | на 42 | меньше
word_svd_93,word_svd,93,0.2935656319600451,0.0011259878221010337,хороший | мой | на мой | совсем | юбка | по | понравилось | товар | ткань | месяца | за | совсем не | заказ не | 48 | короткая,0.200736 | 0.185721 | 0.148598 | 0.139811 | 0.135765 | 0.124711 | 0.122623 | 0.106333 | 0.104746 | 0.104561 | 0.093166 | 0.090603 | 0.087256 | 0.083974 | 0.083971,маломерит | сильно | только | просто | плохо | мне | до | понравилась | маленький | ни | всё | ужас | телу | на рост | тонкая,-0.198339 | -0.183083 | -0.171106 | -0.164029 | -0.158705 | -0.158534 | -0.136056 | -0.124832 | -0.100562 | -0.099596 | -0.095648 | -0.094907 | -0.088480 | -0.086926 | -0.084265,positive side: хороший | мой | на мой | совсем | юбка | по | понравилось | товар | ткань | месяца | за | совсем не | заказ не | 48 | короткая; negative side: маломерит | сильно | только | просто | плохо | мне | до | понравилась | маленький | ни | всё | ужас | телу | на рост | тонкая
